standardized_smiles,Standard Value
C[C@@](C(=O)O[C@H]1C[N+]2(CCc3ccc(F)cc3)CCC1CC2)(c1ccccc1)N1CCCCC1,98.1
C[C@@](C(=O)O[C@H]1C[N+]2(CCc3ccc4ccccc4c3)CCC1CC2)(c1ccccc1)N1CCCCC1,99.7
C[C@@](C(=O)O[C@H]1C[N+]2(CCc3cccc(Br)c3)CCC1CC2)(c1ccccc1)N1CCCCC1,97.4
C[C@@](C(=O)O[C@H]1C[N+]2(CCc3cccc(Cl)c3)CCC1CC2)(c1ccccc1)N1CCCCC1,96.5
C[C@@](C(=O)O[C@H]1C[N+]2(CCc3cccc(Cl)c3)CCC1CC2)(c1cccs1)N1CCCCC1,97.8
C[C@@](C(=O)O[C@H]1C[N+]2(CCc3cccc(F)c3)CCC1CC2)(c1ccccc1)N1CCCCC1,93.1
C[C@@](C(=O)O[C@H]1C[N+]2(CCc3cccc(F)c3)CCC1CC2)(c1cccs1)N1CCCCC1,99.1
C[C@@](C(=O)O[C@H]1C[N+]2(CCc3ccccc3)CCC1CC2)(c1ccccc1)N1CCCCC1,97.6
C[C@@](C(=O)O[C@H]1C[N+]2(CCc3ccccc3)CCC1CC2)(c1cccs1)N1CCCCC1,99.0
C[C@@](C(=O)O[C@H]1C[N+]2(CCc3ccccc3F)CCC1CC2)(c1ccccc1)N1CCCCC1,99.2
C[C@@](C(=O)O[C@H]1C[N+]2(CCc3ccccc3F)CCC1CC2)(c1cccs1)N1CCCCC1,99.8
C[C@@](C(=O)O[C@H]1C[N+]2(Cc3cc(-c4ccccc4)no3)CCC1CC2)(c1cccs1)N1CCCCC1,97.7
C[C@@](C(=O)O[C@H]1C[N+]2(Cc3cc(-c4ccccc4)on3)CCC1CC2)(c1ccccc1)N1CCCCC1,98.0
C[C@@](C(=O)O[C@H]1C[N+]2(Cc3nc(-c4ccccc4)no3)CCC1CC2)(c1ccccc1)N1CCCCC1,97.6
C[C@@](C(=O)O[C@H]1C[N+]2(Cc3noc(-c4ccccc4)n3)CCC1CC2)(c1cccs1)N1CCCCC1,97.8
C[C@@]1(O)CC[C@H]2[C@H](CC[C@@H]3[C@@H]2CC[C@]2(C)[C@@H](C(=O)Cn4cc(C#N)cn4)CC[C@@H]32)C1,98.8
C[C@H](CO)CONC(=O)c1ncc2cncn2c1Nc1ccc(I)cc1F,86.0
C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc2nc(N)sc12,97.4
C[C@H](CS(C)(=O)=O)Nc1ncc2cc(Oc3ccc(F)cc3F)c(=O)n(C)c2n1,4.0
C[C@H](N)CNc1nc(-c2ccncc2)cc2cnccc12,58.0
C[C@H](NCc1c(C(=O)N[C@@H]2CCC[C@H](O)C2)noc1-c1ccc(C(F)(F)F)cc1)C(F)(F)F,95.2
C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,65.9
C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1C[C@@H](NC(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)C[C@H]1C(=O)O,29.3
C[C@H](Nc1ncc(Br)c(Nc2cc(C3CC3)[nH]n2)n1)c1ccc(F)cc1,99.0
C[C@H](O)CN1C(=O)c2c3c(c(O)c(=O)n2[C@@]12CC[C@H]1C[C@H]12)C(=O)N(Cc1ccc(F)c(Cl)c1)CC3,97.5
C[C@H](O)CONC(=O)c1ncc2cncn2c1Nc1ccc(I)cc1F,90.0
C[C@H](c1ccc(F)cc1)N1C(=O)O[C@](Cc2ccccc2)(c2nc3c(C(F)(F)F)cccc3[nH]2)C1=O,99.0
C[C@H](c1ccc(F)cc1)N1C(=O)O[C@](Cc2ccccc2)(c2nc3cc(-c4cccnc4)ccc3[nH]2)C1=O,99.0
C[C@H](c1ccc(F)cc1)N1C(=O)O[C@](Cc2ccccc2)(c2nc3cc(C(F)(F)F)ccc3[nH]2)C1=O,99.0
C[C@H](c1ccc(F)cc1)N1C(=O)O[C@](Cc2ccccc2)(c2nc3cc(Cl)ccc3[nH]2)C1=O,99.0
C[C@H]1CCN1c1cc2ncc(C(=O)N[C@H]3CCNC3=O)cc2cn1,56.0
C[C@H]1CCN1c1ccc2cc(C(=O)N[C@H]3CC[C@H](C(C)(C)O)CC3)cnc2n1,78.0
C[C@H]1CCN1c1nc2ncc(C(=O)N[C@H]3CCNC3=O)cc2cc1Cl,81.0
C[C@H]1CCN1c1nc2ncc(C(=O)N[C@H]3CC[C@](C)(O)CC3)cc2cc1Cl,87.0
C[C@H]1CN(Cc2ccc(CC(=O)N3CCC(Nc4cccc(F)c4)CC3)cc2)CCN1,83.0
C[C@H]1COCCN1c1nc(-c2ccc(NC(=O)NCCO)cc2)nc2c1COC2(C)C,72.0
C[C@H]1COCCN1c1nc(-c2ccc(Nc3cccc(=O)[nH]3)cc2)nc2c1COC2(C)C,98.0
C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,30.0
C[C@H]1Cc2c(nnn2-c2ncc(F)cn2)CN1C(=O)c1cccc(C(F)(F)F)c1F,75.0
C[C@H]1Cc2c(nnn2-c2ncc(F)cn2)CN1C(=O)c1ccnc(C(F)(F)F)c1F,47.0
C[C@H]1Cn2c(nnc2-c2cc(F)ccn2)CN1C(=O)c1cccc(Cl)c1Cl,74.6
C[C@H]1Cn2c(nnc2-c2ccc(F)cc2)CN1C(=O)c1cccc(C(F)(F)F)c1Cl,86.9
C[C@H]1Cn2c(nnc2-c2ccc(F)cc2)CN1C(=O)c1cccc(Cl)c1Cl,88.5
C[C@H]1Cn2c(nnc2-c2ccccn2)CN1C(=O)c1cccc(Cl)c1Cl,49.0
C[C@H]1Cn2c(nnc2-c2cnccn2)CN1C(=O)c1cccc(C(F)(F)F)c1Cl,69.8
C[C@H]1[C@H](F)C[C@@H](C(=O)NCc2cc(-c3cnc(C(F)(F)F)nc3)ncc2F)N1S(=O)(=O)c1ccc(F)cc1,98.0
C[C@H]1[C@H](NC(=O)/C(=N\OC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,51.5
C[C@]1(C(=O)N(CCCC(=O)O)Cc2cccc(Cl)c2)CCN1C(=O)c1csc2ccccc12,98.6
C[C@]1(COc2ccc(OC(F)(F)F)cc2)Cn2cc([N+](=O)[O-])nc2O1,93.9
C[C@]1(O)C[C@@H](NC(=O)c2cnc3cc(N4CCC4)ncc3c2)C1,52.0
C[C@]1(O)C[C@@H](NC(=O)c2cnc3nc(C4CC4)c(Cl)cc3c2)C1,87.0
C[C@]1(O)C[C@@H](c2nc(-c3ccc4ccc(-c5ccccc5)nc4c3F)c3c(N)ncnn32)C1,97.3
C[C@]1(O)C[C@H](NC(=O)c2cnc3nc(C4CC4)c(Cl)cc3c2)C1,86.0
C[C@]1(c2nc3c(C(N)=O)cccc3[nH]2)CCCN1,41.0
C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1,29.0
C[N+]1(C)[C@@H]2C[C@@H](OC(=O)C(O)(c3cccs3)c3cccs3)C[C@H]1[C@@H]1O[C@@H]12,48.0
Cc1[nH]c(-c2cccc3ccccc23)cc1C(=O)N1CCC(CO)CC1,98.3
Cc1c(-c2cc(Nc3ccncn3)c(=O)n(C)c2)cccc1N1CCc2c(sc3c2CCCC3)C1=O,99.0
Cc1c(-c2ccc(-n3cccc3)cc2)[nH]c2cc(F)cc(F)c2c1=O,96.1
Cc1c(-c2ccc(N3CCC(F)(F)C3)cc2)[nH]c2cc(F)cc(F)c2c1=O,97.3
Cc1c(-c2ccc(N3CCCC(F)C3)cc2)[nH]c2cc(F)cc(F)c2c1=O,98.45
Cc1c(-c2ccc(N3CCCCCC3)cc2)[nH]c2cc(F)cc(F)c2c1=O,99.4
Cc1c(-c2ccc(N3CCC[C@@H](C)C3)cc2)[nH]c2cc(F)cc(F)c2c1=O,99.5
Cc1c(-c2ccc(N3CCC[C@@H]3CO)cc2)[nH]c2cc(F)cc(F)c2c1=O,95.5
Cc1c(-c2ccc(N3CCC[C@H](C)C3)cc2)[nH]c2cc(F)cc(F)c2c1=O,99.3
Cc1c(-c2ccc(N3CCC[C@H]3CO)cc2)[nH]c2cc(F)cc(F)c2c1=O,95.5
Cc1c(-c2ccc(N3CC[C@@H](F)C3)cc2)[nH]c2cc(F)cc(F)c2c1=O,99.1
Cc1c(-c2ccc(N3CC[C@H](F)C3)cc2)[nH]c2cc(F)cc(F)c2c1=O,98.6
Cc1c(-c2ccccc2)nn(-c2nc(C(=O)O)cs2)c1-c1ccccc1,99.71
Cc1c(C#Cc2cnc(N)nc2)cccc1C(=O)Nc1ccc(CN2CCN(C)CC2)c(C(F)(F)F)c1,98.4
Cc1c(C(=O)N2CCOc3ccc(-c4ccc(N)nc4)cc3C2)ccc(S(C)(=O)=O)c1F,86.0
Cc1c(CC(=O)O)c(-c2ccccc2)nn1Cc1ccccc1S(=O)(=O)c1ccccc1,99.9
Cc1c(CC2=NN(Cc3ccc(F)cc3F)C(=O)CC2)c2cc(F)ccc2n1CC(=O)O,98.0
Cc1c(CC2=NN(Cc3ccccc3)C(=O)CC2)c2cc(F)ccc2n1CC(=O)O,98.0
Cc1c(CN2CCN(S(C)(=O)=O)CC2)sc2c(N3CCOCC3)nc(-c3cnc(N)nc3)nc12,77.0
Cc1c(Cc2ccc(=O)n(Cc3cc(F)c(F)cc3F)n2)c2cc(F)ccc2n1CC(=O)O,98.0
Cc1c(Cc2ccc(=O)n(Cc3ccc(C(C)(C)O)cc3)n2)c2cc(F)ccc2n1CC(=O)O,98.0
Cc1c(Cc2ccc(=O)n(Cc3ccc(C(F)(F)F)cc3)n2)c2cc(F)ccc2n1CC(=O)O,98.0
Cc1c(Cc2ccc(=O)n(Cc3ccc(C(O)(C(F)(F)F)C(F)(F)F)cc3)n2)c2cc(F)ccc2n1CC(=O)O,98.0
Cc1c(Cc2ccc(=O)n(Cc3ccc(F)cc3F)n2)c2cc(F)cc(F)c2n1CC(=O)O,98.0
Cc1c(Cc2ccc(=O)n(Cc3ccc(F)cc3F)n2)c2cc(F)ccc2n1CC(=O)O,98.0
Cc1c(Cc2ccc(=O)n(Cc3ccc(F)cc3F)n2)c2ccccc2n1CC(=O)O,98.0
Cc1c(Cc2ccc(=O)n(Cc3ccccc3)n2)c2cc(Cl)ccc2n1CC(=O)O,98.0
Cc1c(Cc2ccc(=O)n(Cc3ccccc3)n2)c2ccccc2n1CC(=O)O,98.0
Cc1c(Cc2ccc(=O)n(Cc3ccncc3)n2)c2cc(F)ccc2n1CC(=O)O,98.0
Cc1c(Cc2ccc(=O)n(Cc3ccncc3F)n2)c2cc(F)ccc2n1CC(=O)O,98.0
Cc1c(Cc2ccccc2S(=O)(=O)c2ccccc2)c(-c2ccccc2)nn1CC(=O)O,99.3
Cc1c(Cl)ccc(OC2CCN(C[C@H](O)CNC(=O)c3c[nH]c(=O)cc3C(F)(F)F)CC2)c1Cl,96.0
Cc1c(Cn2c(C)nc(=O)c3sc(N4CCOCC4)nc32)cccc1C(F)(F)F,86.3
Cc1c(F)cc(C(=O)NC2CC2)cc1-c1c(F)cn2c(C(C)(C)C)nnc2c1F,79.0
Cc1c(F)cc(C(=O)NC2CC2)cc1-c1ccn2c(C(C)(C)C)nnc2c1,84.0
Cc1c(NC(=O)c2cc3c(s2)CCCC3)cccc1-c1cc(Nc2ccncn2)c(=O)n(C)c1,99.0
Cc1c[nH]c2c(N/C(=C\C#N)N[C@H]3CCCCN(CC(=O)N4CCCC4)C3=O)cccc12,80.0
Cc1c[nH]c2c(N/C(N[C@H]3CCCCN(CC(=O)N4CCCC4)C3=O)=C(/C#N)C(=O)N(C)C)cccc12,80.0
Cc1c[nH]c2c(NC(N[C@H]3CCCCN(CC(=O)N4CCCC4)C3=O)=C(C#N)C#N)cccc12,77.0
Cc1cc(-c2cccc(Cl)c2)ncc1[C@H]1CCCN1C(=O)c1nccs1,99.6
Cc1cc(-c2cnn(C)c2)cc(C2CCN(C(=O)c3cc(C(C)C)n[nH]3)C2)n1,95.5
Cc1cc(/C=C/C#N)cc(C)c1Nc1ccnc(Nc2ccc(C#N)cc2)n1,99.7
Cc1cc(C(=O)O)ccc1-c1ccc(N2C(=O)N(c3ccncn3)C3(CCN(Cc4ncccc4C)CC3)C2=O)cc1,96.0
Cc1cc(C(=O)O)ccc1-c1ccc(N2C(=O)N(c3cnccn3)C3(CCN(Cc4ncccc4C)CC3)C2=O)cc1,95.4
Cc1cc(C(=O)O)ccc1-c1ccc(N2C(=O)N(c3cnccn3)C3(CCN(Cc4ncccc4C)CC3)C2=O)cn1,90.0
Cc1cc(C(=O)O)nc(N2C[C@H]3C[C@@H](c4ccccc4C(F)(F)F)C[C@H]3C2)n1,99.9
Cc1cc(C)c(CNC(=O)c2c(C)n(C(C)C(=O)N3CCCC3)c3ccccc23)c(O)n1,87.0
Cc1cc(C)c(CNC(=O)c2c(C)n(C(C)C)c3ccccc23)c(O)n1,97.0
Cc1cc(C)c(CNC(=O)c2c(C)n(C(C)c3ccccn3)c3ccccc23)c(=O)[nH]1,98.0
Cc1cc(C)c(CNC(=O)c2c(C)n(C(C)c3cnn(C)c3)c3ccccc23)c(=O)[nH]1,98.0
Cc1cc(C)c(CNC(=O)c2c(C)n([C@H](C)C3CCN(C)CC3)c3ccccc23)c(=O)[nH]1,70.0
Cc1cc(C)c(CNC(=O)c2c(C)n([C@H](C)C3CCOCC3)c3ccccc23)c(=O)[nH]1,94.0
Cc1cc(C)c(CNC(=O)c2c(C)n([C@H](C)c3ccccc3)c3ccccc23)c(=O)[nH]1,99.0
Cc1cc(C)cc(COc2ccc(CCC(=O)O)cc2C)c1,99.0
Cc1cc(C)nc(N2C[C@H]3CN(C(=O)c4c(F)cccc4-n4nccn4)C[C@H]3C2)n1,95.9
Cc1cc(C)nc(N2C[C@H]3CN(C(=O)c4ccc(F)cc4-n4nccn4)C[C@H]3C2)n1,92.5
Cc1cc(C)nc(N2C[C@H]3CN(C(=O)c4cccc(F)c4-n4nccn4)C[C@H]3C2)n1,90.5
Cc1cc(CC(=O)O)n(C)c1C(=O)c1ccc(Cl)cc1,98.5
Cc1cc(CCC[N+]23CCC(CC2)[C@@H](OC(=O)[C@](C)(c2ccccc2)N2CCCCC2)C3)ccn1,23.1
Cc1cc(COc2ccc(CCC(=O)O)cc2C)cc(OC(C)C)c1,99.0
Cc1cc(COc2nc(N)nc3ccn(Cc4ccccn4)c23)no1,54.0
Cc1cc(Cl)ccc1OC1CCN(C[C@H](O)CNC(=O)c2c[nH]c(=O)cc2C(F)(F)F)CC1,86.0
Cc1cc(Cl)ccc1OC1CCN(C[C@H](O)CNC(=O)c2c[nH]nc2C(F)(F)F)CC1,96.0
Cc1cc(N2CCOCC2)cc2[nH]c(-c3c(NCCc4ncn(C)c4Cl)cc[nH]c3=O)nc12,94.1
Cc1cc(N2CCOCC2)cc2[nH]c(-c3c(NCCn4cc(Cl)cn4)cc[nH]c3=O)nc12,98.3
Cc1cc(N2CCOCC2)cc2[nH]c(-c3c(NC[C@@H](O)c4cccc(Cl)c4)cc[nH]c3=O)nc12,99.6
Cc1cc(NC(=O)c2cnn3ccc(N)nc23)n(-c2cccc(Cl)c2)n1,99.5
Cc1cc(NC(=O)c2cnn3cccnc23)n(-c2cccc(Cl)c2)n1,95.8
Cc1cc(NC2Cc3ccccc3C2)n2ncnc2n1,76.1
Cc1cc(Nc2cc(F)c(C(F)(F)F)c(F)c2)n2ncnc2n1,96.6
Cc1cc(Nc2cc(N)ncn2)c(=O)n2c1C(=O)NC21CCCCC1,50.0
Cc1cc(Nc2ccc(C(C)(C)C)c(F)c2)n2ncnc2n1,96.4
Cc1cc(Nc2ccc(C(C)(C)C)cc2)n2ncnc2n1,93.2
Cc1cc(Nc2ccc(C(C)C)cc2)n2ncnc2n1,91.3
Cc1cc(Nc2ccc(C(F)(F)F)cc2)n2nc(C(C)(F)F)nc2n1,98.8
Cc1cc(Nc2ccc(C(F)(F)F)cc2)n2nc(C3CC3)nc2n1,92.8
Cc1cc(Nc2ccc(C(F)(F)F)cc2)n2nc(CCO)nc2n1,67.0
Cc1cc(Nc2ccc(C(F)(F)F)cc2)n2ncnc2n1,86.9
Cc1cc(Nc2ccc(C3CC3)cc2)n2ncnc2n1,86.8
Cc1cc(Nc2ccc(Cl)cc2)n2nc(C(C)(F)F)nc2n1,87.9
Cc1cc(Nc2ccc(Cl)cc2)n2nc(C(C)C)nc2n1,84.9
Cc1cc(Nc2ccc(S(F)(F)(F)(F)F)cc2)n2nc(C(C)(F)F)nc2n1,97.4
Cc1cc(Nc2ccc(S(F)(F)(F)(F)F)cc2)n2nc(C3CC3)nc2n1,97.7
Cc1cc(Nc2ccc(S(F)(F)(F)(F)F)cc2)n2ncnc2n1,95.4
Cc1cc(Nc2ccc(SC(F)(F)F)cc2)n2ncnc2n1,96.1
Cc1cc(Nc2ccc3c(c2)CCC3)n2ncnc2n1,92.5
Cc1cc(Nc2ccc3c(c2)CCCC3)n2ncnc2n1,95.5
Cc1cc(Nc2ccc3ccccc3c2)n2ncnc2n1,93.8
Cc1cc(Nc2ccc3sccc3c2)n2ncnc2n1,89.8
Cc1cc(Nc2cccc(Cl)c2)n2nc(C(C)(F)F)nc2n1,88.2
Cc1cc(Nc2nccc3nc(-c4c(Cl)cc(C#N)cc4Cl)[nH]c23)ncn1,97.2
Cc1cc(OC[C@@H]2CCN2)on1,8.2
Cc1cc(Oc2cccc(Cn3ccnc3)c2)cc(C)c1Cl,99.8
Cc1cc(Oc2cncc(F)c2)cc(C(=O)Nc2ccc(F)cn2)n1,98.5
Cc1cc(Oc2cncnc2)cc(C(=O)Nc2ccc(F)cn2)n1,91.4
Cc1cc(S(F)(F)(F)(F)F)cc2c1OC(C(F)(F)F)C(C(=O)O)=C2,99.95
Cc1cc([C@](C)(O)C#Cc2cc3c(cc2F)C2CC(C2)n2cc(C(N)=O)nc2-3)no1,91.0
Cc1cc2cc(NC(N[C@H]3CCCCN(CC(=O)N4CCCC4)C3=O)=C(C#N)C#N)ccc2o1,92.0
Cc1cc2ncc(C(=O)NCC(C)(C)NCC(=O)N3CCC[C@H]3C#N)c(C)n2n1,18.9
Cc1cc2ncc(C(=O)NCC(C)(C)NCC(=O)N3CCC[C@H]3C#N)cn2n1,29.2
Cc1cc2oc(=O)cc(-c3cccc(N)c3)c2c(C)c1-c1ccc(CN2CCOCC2)cc1,98.7
Cc1cc2oc(=O)cc(-c3ccccc3)c2c(C)c1-c1ccc(CN2CCOCC2)cc1,98.6
Cc1cc2oc(=O)cc(-c3ccccc3)c2c(C)c1-c1ccc(CO)cc1,99.4
Cc1cc2oc(=O)cc(-c3ccccc3)c2c(C)c1-c1ccncc1,98.8
Cc1cc2oc(=O)n(CCC(=O)O)c2cc1Cl,97.6
Cc1ccc(-c2cc(-c3ccc(S(C)(=O)=O)cc3)cnc2N)c2cccnc12,94.4
Cc1ccc(-c2cc(-c3ccc(S(C)(=O)=O)cc3)cnc2N)cc1C(F)(F)F,96.9
Cc1ccc(-c2cc(-c3ccc(S(C)(=O)=O)cc3)cnc2N)cn1,74.4
Cc1ccc(-c2cnccc2-c2cnc(NC(=O)C(C)C)s2)c(Cl)c1,100.0
Cc1ccc(-c2noc(COc3ccc(CCC(=O)O)cc3)n2)cc1,98.5
Cc1ccc(C(=O)N(CCCN)C(c2nc3snc(C)c3c(=O)n2Cc2ccccc2)C(C)C)cc1,95.4
Cc1ccc(C(=O)NC2CC2)cc1-c1ccn2c(C(C)(C)C)nnc2c1,58.0
Cc1ccc(C(=O)NC2CC2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O,35.7
Cc1ccc(C(=O)NC2CC2)cc1NC(=O)c1ccc(-c2ccc(C(=O)N3CCCCC3)cc2)s1,95.0
Cc1ccc(C(=O)NC2CC2)cc1NC(=O)c1ccc(-c2ccc(Cl)cc2)s1,99.0
Cc1ccc(C(=O)NC2CC2)cc1NC(=O)c1ccc(-c2cccc(Cl)c2)s1,99.0
Cc1ccc(C(=O)NC2CC2)cc1NC(=O)c1ccc(-c2ccccc2Cl)s1,99.0
Cc1ccc(C(=O)NC2CC2)cc1NC(=O)c1cnn(-c2ncccc2C(F)(F)F)c1C,64.0
Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc(N)nc1,99.6
Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12,99.8
Cc1ccc(C(=O)Nc2ccc(S(=O)(=O)O)c3cc(S(=O)(=O)O)cc(S(=O)(=O)O)c23)cc1NC(=O)c1cccc(NC(=O)Nc2cccc(C(=O)Nc3cc(C(=O)Nc4ccc(S(=O)(=O)O)c5cc(S(=O)(=O)O)cc(S(=O)(=O)O)c45)ccc3C)c2)c1,99.4
Cc1ccc(C(=O)O)cc1-c1cnc(N)c(N[C@H](C)c2ccc(Cl)cc2)n1,99.0
Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1,99.7
Cc1ccc(C2(C#N)CCN(Cc3cc(C(=O)O)c(=O)n4ccccc34)CC2)nc1,82.5
Cc1ccc(C2CCN(Cc3cc(C(=O)O)c(=O)n4ccccc34)CC2)cc1,91.0
Cc1ccc(CCC[N+]23CCC(CC2)[C@@H](OC(=O)[C@](C)(c2ccccc2)N2CCCCC2)C3)cn1,86.1
Cc1ccc(CC[N+]23CCC(CC2)[C@@H](OC(=O)[C@](C)(c2ccccc2)N2CCCCC2)C3)s1,98.9
Cc1ccc(CNC(=O)c2cc(C#CC(C)(C)O)cnc2NCc2ccc3c(c2)OCO3)cc1C(F)F,99.0
Cc1ccc(Cl)c(COc2ccc(CCC(=O)O)cc2C)c1,99.0
Cc1ccc(F)cc1Cn1c(N2CCC[C@@](C)(N)C2)cc2c1c(=O)n(C)c(=O)n2C,95.1
Cc1ccc(N2CCN(Cc3cc(C(=O)N[C@H]4CCCC[C@@H]4O)c(=O)n4ccccc34)CC2)nc1,60.1
Cc1ccc(NC(=O)NC2CCCCCC2)cc1Cl,99.7
Cc1ccc(OCC[N+]23CCC(CC2)[C@@H](OC(=O)[C@](C)(c2ccccc2)N2CCCCC2)C3)cc1,98.5
Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1,94.0
Cc1ccc(S(=O)(=O)n2c(N)nc3ccccc32)cc1,97.7
Cc1ccc([C@@H](C)Oc2cc3oc(=O)n(CCC(=O)O)c3cc2Cl)nc1,97.8
Cc1ccc([C@@H](C)Oc2cc3onc(CCC(=O)O)c3cc2Cl)nc1,99.7
Cc1ccc([C@@H](C)Oc2cc3onc(CCC(=O)O)c3cc2Cl)nn1,92.9
Cc1ccc([C@H](C(=O)NC(C)C)N2C(=O)[C@@H](C3Cc4ccccc4C3)NC(=O)[C@H]2CC(C)C)o1,96.0
Cc1ccc([C@H]2C[C@@H](C(F)(F)F)n3ncc(C(=O)NCc4ccc(F)cc4)c3N2)cc1,99.0
Cc1ccc([C@H]2C[C@@H](C(F)(F)F)n3ncc(C(=O)NCc4ccc(F)cc4)c3N2)nc1,96.1
Cc1ccc([C@H]2C[C@@H](C(F)(F)F)n3ncc(C(=O)NCc4ccc(F)cc4)c3N2)o1,99.0
Cc1ccc([C@H]2C[C@@H](C(F)(F)F)n3ncc(C(=O)NCc4ccc(F)cn4)c3N2)cc1,99.0
Cc1ccc([C@H]2C[C@@H](C(F)(F)F)n3ncc(C(=O)NCc4ccc(F)cn4)c3N2)nc1,81.9
Cc1ccc([C@H]2C[C@@H](C(F)F)n3ncc(C(=O)NCc4ccc(F)cc4)c3N2)nc1,95.7
Cc1ccc2c(=O)n(-c3ccc4c(cnn4C)c3)c(CCN3C(=O)c4ccccc4C3=O)nc2c1,98.0
Cc1ccc2c(N3CCN(CCc4cccc(N5CCNC5=O)c4)CC3)cccc2n1,95.9
Cc1ccc2c(c1)CCCN2C(=O)SCC(=O)Nc1ccc(S(N)(=O)=O)cc1Cl,99.0
Cc1ccc2nc(C[N+]34CCC(CC3)[C@@H](OC(=O)[C@](C)(c3ccccc3)N3CCCCC3)C4)oc2c1,93.0
Cc1cccc(-c2noc(C3CC(=O)N(c4ccc(F)cc4)C3)n2)c1,99.3
Cc1cccc(C2(C#N)CCN(Cc3cc(C(=O)O)c(=O)n4ccccc34)CC2)c1,95.2
Cc1cccc(C2(C#N)CCN(Cc3cc(C(=O)O)c(=O)n4ccccc34)CC2)n1,84.2
Cc1cccc(COc2ccc(CCC(=O)O)cc2C)c1,99.0
Cc1cccc(Cl)c1NC(=O)c1cnc(Nc2cccc(NCCCn3ccnc3)n2)s1,99.0
Cc1cccc(Cl)c1NC(=O)c1cnc(Nc2cccc(NCCO)n2)s1,92.0
Cc1cccc(Nc2ccc(-c3ccc(N4CCNCC4)nc3)cc2)n1,90.2
Cc1cccc(OCCCCCCN2C[C@H](O)[C@@H](O)[C@H](O)[C@H]2CO)c1,80.0
Cc1cccc([C@@H]2CN(C3CCOCC3)C(=O)N2C2CCN(Cc3ccc(Oc4ccc(C(=O)O)cc4)nc3C)CC2)c1,95.7
Cc1ccccc1C#Cc1ccc(CCC(=O)O)cc1,97.7
Cc1ccccc1C(=O)Nc1cccc(NC(=O)CC(C)C)c1,96.0
Cc1ccccc1C(OCCN(C)C)c1ccccc1,20.0
Cc1ccccc1C1(C#N)CCN(Cc2cc(C(=O)O)c(=O)n3ccccc23)CC1,96.2
Cc1ccccc1N1CC(C)(C)N([C@H]2CNC[C@@H](C(=O)N[C@H](CC(C)C)c3ccc(F)cn3)C2)CC1=O,38.0
Cc1cccnc1CN1CCC2(CC1)C(=O)N(c1ccc(-c3ccc(C(=O)O)cc3)cc1)C(=O)N2c1ccncn1,98.4
Cc1cccnc1CN1CCC2(CC1)C(=O)N(c1ccc(-c3ccc(N4CCOCC4)cc3)cc1)C(=O)N2c1cc(O)ncn1,97.3
Cc1ccn(-c2ccc(Cn3cc(C(=O)O)c(=O)c4cccnc43)cc2)n1,98.8
Cc1ccn(-c2ccc(Cn3cc(C(=O)O)c(=O)c4ccncc43)cc2)n1,87.5
Cc1ccnc(-n2nnc3c2CCN(C(=O)c2cccc(C(F)(F)F)c2Cl)[C@@H]3C)n1,91.5
Cc1ccnc(C2(C#N)CCN(Cc3cc(C(=O)O)c(=O)n4ccccc34)CC2)c1,76.5
Cc1ccncc1CN(c1ccc(OCC(N)=O)cc1)C1CCN([C@H](C)CCNC(=O)c2c(C)cc(C#N)nc2C)CC1,89.0
Cc1ccncc1CN(c1ccccc1)C1CCN([C@H](C)CCNC(=O)c2c(C)cc(C#N)nc2C)CC1,94.0
Cc1cn(-c2ccc(-c3cn([C@H]4CCc5c(F)cccc5N(CC(F)(F)F)C4=O)nn3)c(F)c2)cn1,98.7
Cc1cn(-c2ccc(Cn3cc(C(=O)O)c(=O)c4cccnc43)cc2)cn1,76.7
Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1,99.1
Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1,99.83
Cc1cnc(NC(=O)NC23CC4CC(CC(C4)C2)C3)s1,99.8
Cc1csc(NC(=O)NC23CC4CC(CC(C4)C2)C3)n1,99.7
Cc1csc(NC(=O)NC2C3CC4CC(C3)CC2C4)n1,99.3
Cc1n[nH]c(=O)cc1-c1ccc(OC2CCN(C3CCC3)CC2)cc1,58.0
Cc1n[nH]c(C)c1[C@H](C)NC(=O)COc1cc(C(F)(F)F)c2c(-c3ccccc3)nn(C)c2n1,96.0
